      Date  Universe_Size  Daily_Rank_IC  Long_Short_Spread  Top_Quantile_Return  Bottom_Quantile_Return  Cross_Hit_Rate  Cumulative_Rank_IC  Cumulative_LS_Spread
2024-02-02             48      -0.189970          -0.006679             0.005579                0.012257       50.000000           -0.833034              0.962131
2024-02-05             49      -0.057143           0.005021             0.009255                0.004234       51.020408           -0.890177              0.966962
2024-02-07             48       0.119301           0.021677             0.021782                0.000105       58.333333           -0.770876              0.987922
2024-02-08             49      -0.470816          -0.029974            -0.016747                0.013227       26.530612           -1.241692              0.958310
2024-02-09             49       0.017347          -0.006378             0.000992                0.007370       51.020408           -1.224346              0.952198
2024-02-12             49      -0.021939          -0.001834            -0.003413               -0.001579       42.857143           -1.246284              0.950452
2024-02-13             49      -0.121939           0.007224             0.005021               -0.002203       42.857143           -1.368223              0.957318
2024-02-14             49      -0.106429          -0.004317             0.003998                0.008316       46.938776           -1.474652              0.953185
2024-02-15             49      -0.066020          -0.001913            -0.001722                0.000191       51.020408           -1.540672              0.951361
2024-02-16             49       0.007653          -0.001225             0.004808                0.006033       46.938776           -1.533019              0.950195
2024-02-19             49       0.156224           0.012203             0.008097               -0.004106       42.857143           -1.376794              0.961791
2024-02-20             49       0.133878           0.005154             0.009318                0.004164       59.183673           -1.242917              0.966748
2024-02-21             49       0.145204           0.006022            -0.008179               -0.014200       55.102041           -1.097713              0.972569
2024-02-22             49       0.056735           0.000511             0.006918                0.006407       55.102041           -1.040978              0.973066
2024-02-23             49       0.088980          -0.009777             0.001519                0.011296       51.020408           -0.951999              0.963552
2024-02-26             49      -0.091633          -0.002865            -0.005547               -0.002682       42.857143           -1.043631              0.960792
2024-02-27             49      -0.195510          -0.003616             0.000680                0.004296       42.857143           -1.239141              0.957318
2024-02-28             49      -0.022041          -0.000686            -0.011592               -0.010906       51.020408           -1.261182              0.956661
2024-02-29             49      -0.039286           0.000149             0.003230                0.003080       46.938776           -1.300468              0.956804
2024-03-01             49       0.215204           0.013912             0.013588               -0.000324       59.183673           -1.085264              0.970115
2024-03-02             49      -0.183673          -0.004089             0.001967                0.006055       38.775510           -1.268937              0.966149
2024-03-04             49      -0.079082          -0.006358             0.001100                0.007458       51.020408           -1.348019              0.960006
2024-03-05             49      -0.137041          -0.004055             0.000016                0.004071       46.938776           -1.485060              0.956113
2024-03-06             49       0.047449           0.005402             0.008865                0.003463       46.938776           -1.437611              0.961278
2024-03-07             49       0.062347          -0.001712             0.009091                0.010803       63.265306           -1.375264              0.959633
2024-03-11             49       0.213061           0.000222            -0.003991               -0.004214       59.183673           -1.162203              0.959846
2024-03-12             49       0.305926           0.007259             0.000088               -0.007170       67.346939           -0.856276              0.966814
2024-03-13             49       0.209898           0.014656            -0.010823               -0.025479       55.102041           -0.646379              0.980984
2024-03-14             49      -0.209592          -0.014989             0.004649                0.019637       46.938776           -0.855970              0.966280
2024-03-15             49       0.246837           0.010382             0.002365               -0.008016       59.183673           -0.609134              0.976311
2024-03-18             49      -0.068265          -0.007370             0.002349                0.009720       42.857143           -0.677399              0.969116
2024-03-19             49       0.121735           0.002988            -0.005554               -0.008542       51.020408           -0.555664              0.972011
2024-03-20             49       0.085204          -0.001931             0.001371                0.003302       59.183673           -0.470460              0.970135
2024-03-21             49      -0.046633          -0.006472             0.006906                0.013377       46.938776           -0.517093              0.963856
2024-03-22             49      -0.090612          -0.004882             0.002829                0.007711       46.938776           -0.607705              0.959151
2024-03-26             49       0.020000           0.003189            -0.000460               -0.003649       46.938776           -0.587705              0.962210
2024-03-27             49      -0.160000          -0.000916             0.004873                0.005789       34.693878           -0.747705              0.961328
2024-03-28             48      -0.052757           0.000485             0.008608                0.008123       45.833333           -0.800462              0.961794
2024-04-01             49       0.018878           0.005067             0.009305                0.004238       51.020408           -0.781585              0.966668
2024-04-02             49      -0.161327          -0.004024            -0.002288                0.001737       46.938776           -0.942911              0.962778
2024-04-03             49      -0.011429          -0.002253            -0.002985               -0.000733       63.265306           -0.954340              0.960609
2024-04-04             49       0.206633           0.009133             0.005949               -0.003184       55.102041           -0.747707              0.969382
2024-04-05             49       0.248776           0.002911             0.001185               -0.001726       55.102041           -0.498932              0.972203
2024-04-09             49      -0.135918          -0.005750            -0.000016                0.005733       38.775510           -0.634850              0.966614
2024-04-10             49      -0.013776          -0.005208             0.003442                0.008650       46.938776           -0.648626              0.961580
2024-04-12             49      -0.089898          -0.004593            -0.008753               -0.004159       42.857143           -0.738524              0.957163
2024-04-15             49       0.093469          -0.000585            -0.011120               -0.010536       55.102041           -0.645054              0.956603
2024-04-16             49      -0.006837          -0.004121            -0.006968               -0.002847       59.183673           -0.651891              0.952661
2024-04-18             49      -0.247653          -0.017409            -0.015381                0.002028       42.857143           -0.899544              0.936077
2024-04-19             49       0.121429           0.007039             0.000053               -0.006986       51.020408           -0.778115              0.942666
2024-04-22             49       0.135918          -0.001054             0.011066                0.012120       67.346939           -0.642197              0.941673
2024-04-23             49       0.036122           0.002819             0.001334               -0.001485       51.020408           -0.606075              0.944328
2024-04-24             49       0.072449          -0.000202             0.003533                0.003735       46.938776           -0.533626              0.944136
2024-04-25             49      -0.204898          -0.006629             0.002311                0.008940       38.775510           -0.738524              0.937878
2024-04-26             49      -0.039694           0.000241             0.001057                0.000816       46.938776           -0.778217              0.938104
2024-04-29             49      -0.042449          -0.009400            -0.002498                0.006902       55.102041           -0.820666              0.929285
2024-04-30             49      -0.129694          -0.002273             0.000299                0.002572       51.020408           -0.950360              0.927173
2024-05-02             49      -0.239343          -0.004878            -0.000949                0.003928       42.857143           -1.189703              0.922651
2024-05-03             49      -0.072400           0.000388            -0.004908               -0.005296       46.938776           -1.262103              0.923009
2024-05-06             49       0.190510           0.005492             0.004426               -0.001065       63.265306           -1.071593              0.928078
2024-05-07             49       0.511429           0.023185             0.005842               -0.017343       71.428571           -0.560164              0.949595
2024-05-08             49      -0.354286          -0.012363            -0.002709                0.009654       34.693878           -0.914450              0.937856
2024-05-10             49      -0.019082          -0.004878            -0.002384                0.002493       51.020408           -0.933532              0.933281
2024-05-13             49       0.095510           0.021839             0.010176               -0.011662       46.938776           -0.838021              0.953663
2024-05-14             49      -0.169286          -0.003761             0.005075                0.008836       42.857143           -1.007307              0.950076
2024-05-15             49      -0.493878          -0.018941            -0.006652                0.012289       30.612245           -1.501185              0.932081
2024-05-16             49       0.126531           0.003554             0.008238                0.004684       55.102041           -1.374654              0.935393
2024-05-17             49      -0.458878          -0.014274            -0.001250                0.013023       38.775510           -1.833532              0.922041
2024-05-18             49      -0.181122          -0.006075             0.001735                0.007810       42.857143           -2.014654              0.916440
2024-05-21             49      -0.144592          -0.007537             0.002049                0.009586       42.857143           -2.159246              0.909533
2024-05-22             49       0.128167          -0.000639             0.003194                0.003833       55.102041           -2.031079              0.908951
2024-05-23             49      -0.040000           0.000403             0.011310                0.010907       42.857143           -2.071079              0.909318
2024-05-24             49      -0.085306           0.000707            -0.002977               -0.003684       42.857143           -2.156385              0.909960
2024-05-27             49       0.134082           0.005110            -0.000155               -0.005265       59.183673           -2.022304              0.914610
2024-05-28             49       0.335612           0.012025             0.002147               -0.009878       67.346939           -1.686691              0.925609
2024-05-29             49      -0.248673          -0.003396            -0.005683               -0.002287       38.775510           -1.935365              0.922465
2024-05-30             49      -0.297959          -0.006849            -0.017207               -0.010358       34.693878           -2.233324              0.916147
2024-05-31             49      -0.161327          -0.008338            -0.007576                0.000762       51.020408           -2.394651              0.908508
2024-06-03             49      -0.439490          -0.032510             0.010088                0.042598       26.530612           -2.834140              0.878972
2024-06-04             49       0.439694           0.071261            -0.030637               -0.101898       75.510204           -2.394447              0.941609
2024-06-05             49      -0.221020          -0.015284             0.023595                0.038879       42.857143           -2.615467              0.927217
2024-06-06             49      -0.046735          -0.006937             0.004546                0.011483       42.857143           -2.662202              0.920785
2024-06-07             49       0.072857           0.002964             0.018699                0.015736       46.938776           -2.589345              0.923514
2024-06-10             48      -0.156969          -0.005377            -0.000929                0.004448       37.500000           -2.746314              0.918549
2024-06-11             48      -0.082935           0.002290             0.001143               -0.001147       41.666667           -2.829249              0.920652
2024-06-12             48      -0.155449           0.001026             0.003565                0.002539       33.333333           -2.984698              0.921597
2024-06-13             48       0.054603           0.000793             0.005945                0.005152       54.166667           -2.930096              0.922328
2024-06-14             48      -0.279201          -0.011798             0.006490                0.018288       37.500000           -3.209297              0.911447
2024-06-18             48       0.075011          -0.002280             0.006305                0.008586       54.166667           -3.134286              0.909368
2024-06-19             48       0.172818           0.010046            -0.003761               -0.013807       58.333333           -2.961468              0.918503
2024-06-20             48      -0.053626          -0.002290             0.000449                0.002738       41.666667           -3.015094              0.916400
2024-06-21             48      -0.089340          -0.004324            -0.008480               -0.004156       45.833333           -3.104434              0.912438
2024-06-24             48      -0.154798          -0.002415             0.004711                0.007126       37.500000           -3.259232              0.910234
2024-06-25             48      -0.056122          -0.003997             0.000222                0.004218       45.833333           -3.315354              0.906596
2024-06-26             48       0.105732           0.002424            -0.004010               -0.006434       58.333333           -3.209622              0.908793
2024-06-27             48      -0.059053          -0.005846             0.004385                0.010231       54.166667           -3.268676              0.903480
2024-06-28             48       0.157620           0.003634             0.007954                0.004320       54.166667           -3.111055              0.906763
2024-07-01             48       0.166739           0.004947             0.006096                0.001149       58.333333           -2.944316              0.911250
2024-07-02             48       0.034303           0.002329            -0.002546               -0.004875       54.166667           -2.910013              0.913372
2024-07-03             48       0.151107           0.002243             0.007236                0.004993       54.166667           -2.758906              0.915421
2024-07-04             48       0.252388           0.008042             0.004445               -0.003597       62.500000           -2.506518              0.922783
2024-07-05             48       0.017477           0.001686             0.005631                0.003945       45.833333           -2.489041              0.924339
2024-07-08             48       0.177052           0.007827             0.003466               -0.004361       54.166667           -2.311989              0.931573
2024-07-09             48       0.185845           0.007220             0.007670                0.000450       50.000000           -2.126144              0.938300
2024-07-11             48      -0.015849           0.008984             0.002102               -0.006882       45.833333           -2.141993              0.946729
2024-07-12             48      -0.164785          -0.007445             0.002297                0.009742       41.666667           -2.306778              0.939681
2024-07-15             48      -0.040926          -0.005136             0.003809                0.008945       50.000000           -2.347704              0.934854
2024-07-16             48       0.190729           0.011881             0.005611               -0.006270       58.333333           -2.156975              0.945961
2024-07-18             48      -0.071103          -0.005200             0.005772                0.010972       54.166667           -2.228078              0.941042
2024-07-19             48       0.381242           0.017361            -0.008287               -0.025648       58.333333           -1.846836              0.957380
2024-07-22             48       0.017911          -0.006324             0.000543                0.006867       54.166667           -1.828924              0.951325
2024-07-23             48       0.145462           0.011893             0.005414               -0.006479       50.000000           -1.683462              0.962639
2024-07-24             48      -0.360074          -0.011929            -0.005670                0.006258       37.500000           -2.043536              0.951156
2024-07-25             48      -0.074685          -0.002671            -0.003942               -0.001271       45.833333           -2.118221              0.948616
2024-07-26             48      -0.106274          -0.001552             0.015521                0.017073       45.833333           -2.224495              0.947143
2024-07-29             48      -0.064481          -0.004136            -0.002157                0.001979       50.000000           -2.288977              0.943225
2024-07-30             48       0.286040           0.008042             0.005120               -0.002921       58.333333           -2.002937              0.950810
2024-07-31             48      -0.127877          -0.005891             0.005151                0.011042       41.666667           -2.130813              0.945209
2024-08-01             48      -0.014221           0.001769             0.003109                0.001340       58.333333           -2.145034              0.946881
2024-08-02             48       0.113765          -0.000772            -0.007232               -0.006460       54.166667           -2.031269              0.946151
2024-08-05             48       0.242401           0.014847            -0.020427               -0.035274       58.333333           -1.788868              0.960198
2024-08-06             48       0.380156           0.015536             0.004485               -0.011051       62.500000           -1.408712              0.975116
2024-08-07             48       0.092814           0.009804             0.025990                0.016186       45.833333           -1.315898              0.984676
2024-08-08             48       0.024099           0.000315            -0.011363               -0.011678       54.166667           -1.291799              0.984986
2024-08-09             48      -0.044833          -0.011963             0.014144                0.026107       54.166667           -1.336632              0.973203
2024-08-12             48       0.023990           0.000060            -0.000477               -0.000537       54.166667           -1.312641              0.973262
2024-08-13             48       0.077942           0.004427            -0.004113               -0.008540       45.833333           -1.234700              0.977570
2024-08-14             48      -0.049175           0.000412            -0.002967               -0.003379       45.833333           -1.283875              0.977973
2024-08-16             48      -0.239253          -0.002765             0.013458                0.016223       37.500000           -1.523128              0.975269
2024-08-19             48      -0.024859           0.001717             0.007653                0.005936       50.000000           -1.547987              0.976944
2024-08-20             48       0.072406          -0.002406             0.005095                0.007500       62.500000           -1.475581              0.974593
2024-08-21             48      -0.051020           0.001467             0.006122                0.004655       37.500000           -1.526601              0.976023
2024-08-22             48       0.089774          -0.000914             0.000404                0.001318       58.333333           -1.436827              0.975131
2024-08-23             48       0.133196           0.003691             0.007584                0.003893       50.000000           -1.303631              0.978730
2024-08-26             48       0.115393           0.005465             0.004596               -0.000869       62.500000           -1.188238              0.984079
2024-08-27             48      -0.175532          -0.003222            -0.003328               -0.000106       33.333333           -1.363770              0.980908
2024-08-28             48      -0.290599          -0.006286            -0.000199                0.006087       29.166667           -1.654370              0.974742
2024-08-29             48       0.262057           0.007423             0.006153               -0.001270       62.500000           -1.392313              0.981977
2024-08-30             48      -0.110399           0.000162             0.004068                0.003906       45.833333           -1.502712              0.982136
2024-09-02             48      -0.021928          -0.001214            -0.000046                0.001168       54.166667           -1.524640              0.980944
2024-09-03             48       0.181937           0.003630             0.001103               -0.002526       58.333333           -1.342704              0.984504
2024-09-04             48       0.030938           0.005137            -0.000386               -0.005523       50.000000           -1.311766              0.989561
2024-09-05             48      -0.050803          -0.002068            -0.001245                0.000823       45.833333           -1.362569              0.987514
2024-09-06             48      -0.067086          -0.003873            -0.011890               -0.008017       54.166667           -1.429656              0.983690
2024-09-09             48       0.023882           0.000734            -0.000590               -0.001323       50.000000           -1.405774              0.984412
2024-09-11             49      -0.164184          -0.012054            -0.004121                0.007934       55.102041           -1.569957              0.972546
2024-09-12             49       0.021531           0.002791             0.021454                0.018663       55.102041           -1.548427              0.975260
2024-09-13             49       0.027551          -0.001172            -0.001489               -0.000318       59.183673           -1.520876              0.974118
2024-09-16             49      -0.051633          -0.007292            -0.002986                0.004306       51.020408           -1.572508              0.967014
2024-09-17             49       0.029592           0.002834             0.001299               -0.001535       46.938776           -1.542917              0.969755
2024-09-18             49       0.113469          -0.000476            -0.004744               -0.004267       55.102041           -1.429447              0.969293
2024-09-19             49       0.170102           0.006857             0.003788               -0.003068       55.102041           -1.259345              0.975939
2024-09-20             49       0.026633           0.008476             0.015865                0.007389       51.020408           -1.232712              0.984211
2024-09-23             49       0.221633           0.008577             0.010460                0.001883       59.183673           -1.011080              0.992652
2024-09-24             49       0.473367           0.018880             0.008150               -0.010730       63.265306           -0.537712              1.011393
2024-09-25             49      -0.003061           0.005047             0.005060                0.000013       51.020408           -0.540774              1.016498
2024-09-26             49      -0.142551          -0.004229             0.007988                0.012217       46.938776           -0.683325              1.012199
2024-09-27             49       0.092653           0.007452             0.004539               -0.002913       46.938776           -0.590672              1.019742
2024-09-30             49       0.257959           0.005105            -0.008114               -0.013220       67.346939           -0.332712              1.024948
2024-10-01             49      -0.081020          -0.006445            -0.000866                0.005579       59.183673           -0.413733              1.018342
2024-10-03             49      -0.144286          -0.000624            -0.019924               -0.019300       46.938776           -0.558019              1.017706
2024-10-04             49      -0.042449           0.002279            -0.002813               -0.005092       46.938776           -0.600468              1.020025
2024-10-07             49      -0.226224          -0.007731            -0.012952               -0.005221       42.857143           -0.826692              1.012139
2024-10-08             49       0.062755          -0.002928             0.013407                0.016335       55.102041           -0.763937              1.009175
2024-10-09             49      -0.134592          -0.006936            -0.004193                0.002744       51.020408           -0.898529              1.002175
2024-10-10             49       0.232245           0.008146            -0.001708               -0.009855       63.265306           -0.666284              1.010339
2024-10-14             49      -0.105204          -0.006065             0.005604                0.011669       38.775510           -0.771488              1.004212
2024-10-15             49       0.014388           0.005774            -0.002338               -0.008112       46.938776           -0.757100              1.010011
2024-10-16             49      -0.046224          -0.004099            -0.008938               -0.004839       55.102041           -0.803325              1.005870
2024-10-17             49       0.340714           0.020439            -0.007025               -0.027464       67.346939           -0.462610              1.026429
2024-10-18             49       0.102959           0.009425             0.011135                0.001710       46.938776           -0.359651              1.036103
2024-10-21             49       0.059388           0.001174            -0.009594               -0.010768       55.102041           -0.300263              1.037319
2024-10-22             49       0.052857          -0.002431            -0.016584               -0.014154       59.183673           -0.247406              1.034798
2024-10-23             49      -0.038776           0.002298             0.003342                0.001044       46.938776           -0.286182              1.037176
2024-10-24             49       0.131224           0.007644             0.002325               -0.005319       51.020408           -0.154957              1.045104
2024-10-25             49       0.030102           0.005886            -0.006640               -0.012526       46.938776           -0.124855              1.051256
2024-10-28             49      -0.134592          -0.010640             0.003306                0.013946       42.857143           -0.259447              1.040070
2024-10-29             49       0.159082           0.004543             0.007783                0.003240       63.265306           -0.100365              1.044795
2024-10-30             49       0.453571           0.023632             0.007815               -0.015817       67.346939            0.353206              1.069486
2024-10-31             49       0.096531           0.002126            -0.003875               -0.006002       51.020408            0.449737              1.071760
2024-11-01             49       0.168878           0.001422             0.003925                0.002503       55.102041            0.618614              1.073284
2024-11-04             49      -0.085204          -0.001233            -0.016220               -0.014987       46.938776            0.533410              1.071961
2024-11-05             49       0.245306           0.004058             0.010435                0.006377       63.265306            0.778716              1.076311
2024-11-06             49      -0.079082          -0.006672             0.010306                0.016979       51.020408            0.699635              1.069129
2024-11-07             49       0.038673          -0.009002            -0.019029               -0.010027       51.020408            0.738308              1.059505
2024-11-08             49      -0.186224          -0.005960            -0.007827               -0.001867       42.857143            0.552083              1.053190
2024-11-12             49       0.063980           0.006443            -0.010400               -0.016843       51.020408            0.616063              1.059976
2024-11-13             49      -0.163571          -0.005846            -0.011218               -0.005372       46.938776            0.452492              1.053779
2024-11-14             49      -0.130510          -0.009466            -0.005784                0.003683       46.938776            0.321981              1.043804
2024-11-18             49       0.247347           0.007146            -0.001323               -0.008469       63.265306            0.569328              1.051263
2024-11-19             49      -0.078980          -0.001726            -0.001640                0.000086       46.938776            0.490349              1.049448
2024-11-21             49       0.021429           0.001428            -0.007099               -0.008526       51.020408            0.511777              1.050947
2024-11-22             49      -0.025510          -0.003079             0.024275                0.027354       42.857143            0.486267              1.047711
2024-11-25             49       0.026020           0.000238             0.012675                0.012437       51.020408            0.512288              1.047960
2024-11-26             49      -0.002194           0.002190             0.000541               -0.001649       51.020408            0.510094              1.050255
2024-11-27             49       0.136327           0.006765             0.010061                0.003296       63.265306            0.646420              1.057360
2024-11-28             49       0.279694           0.003952            -0.013240               -0.017192       63.265306            0.926114              1.061538
2024-11-29             49       0.060000           0.001311             0.007348                0.006037       55.102041            0.986114              1.062929
2024-12-02             49       0.059592           0.001922             0.006857                0.004935       59.183673            1.045706              1.064971
2024-12-03             49      -0.228673          -0.005785             0.001767                0.007552       42.857143            0.817032              1.058811
2024-12-04             49      -0.008265          -0.004752            -0.000950                0.003802       46.938776            0.808767              1.053779
2024-12-05             49       0.043980           0.002803             0.010412                0.007610       55.102041            0.852747              1.056732
2024-12-06             49      -0.048930          -0.001539             0.001133                0.002672       59.183673            0.803817              1.055106
2024-12-09             49      -0.299592          -0.009879            -0.007917                0.001962       34.693878            0.504225              1.044683
2024-12-10             49      -0.073061          -0.002722            -0.002853               -0.000132       46.938776            0.431164              1.041840
2024-12-11             49      -0.076429          -0.004736            -0.000374                0.004362       46.938776            0.354735              1.036906
2024-12-13             48       0.057317          -0.003379             0.001714                0.005093       54.166667            0.412052              1.033402
2024-12-16             48      -0.028116          -0.000236            -0.001479               -0.001244       58.333333            0.383936              1.033159
2024-12-17             48      -0.228072          -0.007752            -0.011696               -0.003945       37.500000            0.155864              1.025150
2024-12-18             48      -0.081416          -0.006889            -0.006303                0.000586       45.833333            0.074449              1.018088
2024-12-19             48       0.035714          -0.000586            -0.004544               -0.003958       62.500000            0.110163              1.017491
2024-12-20             48       0.053626           0.005150            -0.015829               -0.020978       50.000000            0.163789              1.022731
2024-12-23             48      -0.004668           0.000102             0.002015                0.001913       45.833333            0.159121              1.022835
2024-12-24             48       0.222319           0.006330             0.003146               -0.003184       58.333333            0.381440              1.029310
2024-12-26             48       0.026922           0.005151             0.007479                0.002329       45.833333            0.408362              1.034612
2024-12-27             48      -0.196483          -0.003090            -0.003172               -0.000082       45.833333            0.211879              1.031415
2024-12-30             48      -0.190512          -0.002995            -0.005734               -0.002739       45.833333            0.021366              1.028326
2024-12-31             48       0.044724           0.000180            -0.001651               -0.001832       50.000000            0.066091              1.028511
2025-01-01             48       0.099544           0.000317             0.004099                0.003781       54.166667            0.165635              1.028838
2025-01-02             48      -0.081633          -0.007945             0.015967                0.023912       37.500000            0.084002              1.020664
2025-01-03             48       0.135910           0.008843            -0.002947               -0.011791       54.166667            0.219912              1.029690
2025-01-06             48      -0.097916          -0.008207            -0.024175               -0.015968       45.833333            0.121996              1.021239
2025-01-07             48       0.152468           0.002216             0.006834                0.004618       54.166667            0.274464              1.023502
2025-01-08             48      -0.154581          -0.003179            -0.003373               -0.000194       50.000000            0.119883              1.020249
2025-01-09             48      -0.193986          -0.003097            -0.005863               -0.002765       45.833333           -0.074103              1.017089
2025-01-10             48      -0.060573          -0.009343            -0.022744               -0.013401       45.833333           -0.134676              1.007586
2025-01-14             49       0.152551           0.013458            -0.011820               -0.025278       55.102041            0.017875              1.021146
2025-01-15             49       0.061939           0.008612             0.005082               -0.003530       51.020408            0.079814              1.029940
2025-01-16             49      -0.038469          -0.006134             0.006545                0.012679       51.020408            0.041345              1.023622
2025-01-17             49       0.342347           0.009967             0.009451               -0.000516       63.265306            0.383691              1.033825
2025-01-20             49      -0.170714          -0.006923            -0.003179                0.003745       42.857143            0.212977              1.026668
2025-01-21             49      -0.001531          -0.013072            -0.024316               -0.011244       55.102041            0.211447              1.013247
2025-01-22             49      -0.237959          -0.013203            -0.003430                0.009773       42.857143           -0.026513              0.999869
2025-01-23             49      -0.199184          -0.006406             0.005851                0.012257       46.938776           -0.225696              0.993464
2025-01-24             49       0.023571          -0.003155            -0.010473               -0.007317       46.938776           -0.202125              0.990329
2025-01-27             49      -0.039898           0.002851            -0.017918               -0.020770       51.020408           -0.242023              0.993153
2025-01-28             49       0.081837           0.007591             0.005940               -0.001652       51.020408           -0.160186              1.000692
2025-01-29             49       0.046122           0.000786             0.017896                0.017109       46.938776           -0.114064              1.001479
2025-01-30             49       0.090306          -0.003881            -0.001645                0.002236       51.020408           -0.023757              0.997593
2025-01-31             49       0.386531           0.011601             0.019425                0.007824       67.346939            0.362773              1.009165
2025-02-01             49       0.033776          -0.004263             0.000929                0.005191       55.102041            0.396549              1.004863
2025-02-03             49      -0.194694          -0.013287            -0.010863                0.002424       46.938776            0.201855              0.991512
2025-02-04             49       0.388776           0.024621             0.026061                0.001439       63.265306            0.590630              1.015924
2025-02-05             49       0.145612           0.003095             0.005731                0.002636       59.183673            0.736243              1.019068
2025-02-06             49       0.084592          -0.000011            -0.010115               -0.010104       51.020408            0.820834              1.019057
2025-02-07             49       0.004184           0.004751             0.006980                0.002229       46.938776            0.825018              1.023898
2025-02-10             49       0.121224           0.011961            -0.009958               -0.021920       46.938776            0.946243              1.036146
2025-02-11             49      -0.001429           0.006015            -0.019105               -0.025120       51.020408            0.944814              1.042378
2025-02-13             49      -0.273469          -0.011240             0.001747                0.012987       38.775510            0.671345              1.030661
2025-02-14             49      -0.235918          -0.008406            -0.015755               -0.007349       42.857143            0.435426              1.021997
2025-02-17             49       0.242551           0.007501             0.013202                0.005701       51.020408            0.677977              1.029663
2025-02-18             49      -0.198367          -0.002402            -0.002569               -0.000167       38.775510            0.479610              1.027190
2025-02-19             49      -0.066837          -0.007897             0.001751                0.009648       51.020408            0.412773              1.019078
2025-02-20             49       0.064490          -0.000460             0.007793                0.008253       51.020408            0.477263              1.018609
2025-02-21             49      -0.145510          -0.011510            -0.013146               -0.001636       55.102041            0.331753              1.006885
2025-02-24             49       0.118469           0.003731            -0.006721               -0.010452       55.102041            0.450222              1.010642
2025-02-25             49      -0.376020          -0.011456            -0.010835                0.000622       26.530612            0.074202              0.999064
2025-02-27             49      -0.037041          -0.005175            -0.007683               -0.002507       55.102041            0.037161              0.993893
2025-02-28             49      -0.121939          -0.017871            -0.030247               -0.012376       55.102041           -0.084778              0.976131
2025-03-03             49      -0.077041          -0.005804            -0.001988                0.003816       42.857143           -0.161819              0.970465
2025-03-04             49       0.118776          -0.000985            -0.002310               -0.001325       55.102041           -0.043043              0.969509
2025-03-05             49       0.159082           0.013055             0.024298                0.011243       55.102041            0.116038              0.982166
2025-03-06             49      -0.117551          -0.008775             0.003555                0.012330       51.020408           -0.001513              0.973548
2025-03-07             49      -0.045102          -0.002848             0.000041                0.002889       51.020408           -0.046615              0.970775
2025-03-10             49      -0.024286          -0.004109            -0.011394               -0.007285       55.102041           -0.070900              0.966786
2025-03-11             49       0.221939           0.011911             0.010712               -0.001199       51.020408            0.151038              0.978302
2025-03-12             49      -0.028367           0.002664             0.001458               -0.001207       42.857143            0.122671              0.980908
2025-03-13             49       0.025714          -0.000953            -0.005309               -0.004355       63.265306            0.148385              0.979973
2025-03-17             48      -0.186930          -0.005677             0.001882                0.007559       45.833333           -0.038545              0.974410
2025-03-18             48      -0.097590          -0.002188             0.016630                0.018817       45.833333           -0.136135              0.972278
2025-03-19             48      -0.038645           0.002492             0.007259                0.004767       50.000000           -0.174780              0.974702
2025-03-20             48       0.062093           0.001852             0.011350                0.009498       54.166667           -0.112687              0.976507
2025-03-21             48      -0.330873          -0.010684             0.002993                0.013677       37.500000           -0.443560              0.966074
